carat,depth,table,x,y,z,symmetry_val,Good,Ideal,Premium,Very Good,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
0.83,61.1,59.0,6.05,6.1,3.71,0.9918032786885246,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.28,63.1,55.0,4.17,4.2,2.64,0.9928571428571428,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.16,62.7,57.0,6.76,6.67,4.21,1.0134932533733134,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.39,62.1,58.0,7.1,7.16,4.43,0.9916201117318436,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,61.9,59.0,6.39,6.43,3.97,0.9937791601866252,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2.02,62.6,58.0,8.03,8.1,5.05,0.9913580246913579,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.5,61.3,58.0,5.1,5.12,3.13,0.99609375,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.03,63.7,60.0,6.28,6.35,4.02,0.988976377952756,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.91,61.0,58.0,6.31,6.27,3.84,1.0063795853269537,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,63.9,54.0,5.09,5.05,3.24,1.0079207920792081,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.57,58.3,61.0,5.42,5.45,3.17,0.9944954128440366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.23,61.8,57.0,6.89,6.86,4.25,1.0043731778425655,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.36,59.6,58.0,4.61,4.65,2.76,0.9913978494623656,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.37,58.3,60.0,7.35,7.3,4.27,1.0068493150684932,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.32,61.3,60.0,4.33,4.38,2.67,0.9885844748858448,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.35,61.8,56.0,4.55,4.51,2.8,1.0088691796008868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,62.9,60.0,6.43,6.33,4.01,1.0157977883096363,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.07,61.5,59.0,8.2,8.16,5.03,1.0049019607843137,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.91,63.8,60.0,6.0,6.16,3.88,0.9740259740259741,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.51,61.3,55.0,5.16,5.19,3.17,0.9942196531791908,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.55,61.9,56.0,5.25,5.29,3.26,0.9924385633270322,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.32,59.3,58.0,4.5,4.47,2.66,1.0067114093959733,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.52,62.4,58.0,5.09,5.13,3.19,0.9922027290448344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.36,61.8,55.0,4.57,4.62,2.84,0.9891774891774892,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.01,63.2,61.0,6.35,6.33,4.01,1.0031595576619272,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.32,60.9,58.0,4.42,4.38,2.68,1.0091324200913243,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.41,61.0,56.0,4.83,4.78,2.93,1.010460251046025,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,59.3,61.0,4.43,4.38,2.61,1.0114155251141552,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.04,62.0,55.0,6.47,6.52,4.03,0.9923312883435584,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,63.9,56.0,4.24,4.27,2.72,0.9929742388758784,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.31,61.6,55.0,4.39,4.37,2.7,1.0045766590389016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.47,60.0,58.0,7.36,7.31,4.4,1.006839945280438,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.4,60.9,58.0,4.74,4.79,2.9,0.9895615866388309,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.28,62.6,55.0,4.18,4.2,2.62,0.9952380952380953,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,60.9,56.0,4.84,4.78,2.93,1.01255230125523,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.56,62.5,56.0,5.24,5.26,3.28,0.9961977186311788,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.28,62.1,57.0,6.91,6.94,4.3,0.9956772334293948,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3,63.5,55.0,4.3,4.27,2.72,1.0070257611241218,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.46,61.6,54.0,4.97,5.0,3.07,0.9940000000000001,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.59,62.3,59.0,7.43,7.38,4.61,1.0067750677506777,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.28,61.2,58.0,6.96,7.09,4.3,0.9816643159379408,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,60.9,56.0,4.4,4.42,2.69,0.995475113122172,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.33,62.5,54.0,7.02,7.05,4.4,0.9957446808510638,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.21,60.8,60.0,6.88,6.86,4.18,1.0029154518950436,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.71,62.5,55.0,5.67,5.73,3.56,0.9895287958115182,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.13,61.7,57.0,6.7,6.59,4.13,1.0166919575113809,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.31,62.1,56.0,4.35,4.38,2.71,0.9931506849315068,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.02,62.8,57.0,6.35,6.38,4.0,0.9952978056426331,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.74,63.8,58.0,5.72,5.76,3.66,0.9930555555555556,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1.25,63.9,56.0,6.81,6.77,4.34,1.0059084194977843,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.2,62.3,56.0,6.82,6.77,4.23,1.0073855243722305,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.72,62.4,56.0,5.76,5.72,3.58,1.006993006993007,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.8,63.4,60.0,5.92,5.82,3.72,1.0171821305841924,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.21,60.9,61.0,6.88,6.82,4.17,1.0087976539589445,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.74,61.0,60.0,5.8,5.75,3.52,1.008695652173913,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3,62.9,58.0,4.21,4.25,2.66,0.9905882352941175,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1.01,62.4,60.0,6.31,6.36,3.95,0.992138364779874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.43,59.9,57.0,4.88,4.94,2.94,0.9878542510121456,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.5,55.0,4.3,4.32,2.65,0.9953703703703702,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.58,61.2,59.0,5.4,5.36,3.29,1.007462686567164,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,63.8,58.0,6.28,6.33,4.02,0.9921011058451816,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,61.4,58.0,4.75,4.73,2.91,1.004228329809725,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,61.6,55.0,4.37,4.4,2.7,0.9931818181818182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.01,62.2,56.0,8.03,8.05,5.0,0.9975155279503104,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,62.3,58.0,6.15,6.2,3.85,0.9919354838709676,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.57,62.0,54.0,5.34,5.31,3.3,1.0056497175141244,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.05,58.7,60.0,8.4,8.32,4.91,1.0096153846153846,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.32,61.6,56.0,4.43,4.47,2.74,0.9910514541387024,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.51,61.9,57.0,7.42,7.35,4.57,1.0095238095238095,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34,61.9,59.0,4.48,4.44,2.76,1.009009009009009,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.76,62.3,57.0,5.81,5.87,3.64,0.9897785349233388,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.95,61.7,56.0,6.31,6.34,3.9,0.9952681388012616,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.47,62.4,58.0,4.94,4.99,3.1,0.9899799599198396,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.75,61.4,59.0,7.79,7.69,4.75,1.0130039011703509,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.34,61.7,58.0,7.04,7.1,4.36,0.991549295774648,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.76,62.6,57.0,5.8,5.83,3.64,0.994854202401372,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.91,58.9,61.0,6.36,6.33,3.74,1.004739336492891,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.29,61.5,56.0,4.26,4.3,2.63,0.9906976744186048,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.51,60.5,60.0,5.16,5.19,3.13,0.9942196531791908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,62.1,54.0,4.34,4.36,2.7,0.9954128440366972,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,70.1,58.0,6.96,6.85,4.84,1.016058394160584,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.51,62.2,56.0,7.36,7.27,4.55,1.0123796423658873,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.45,63.8,58.0,4.85,4.78,3.07,1.014644351464435,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.52,62.9,60.0,7.31,7.28,4.59,1.004120879120879,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.99,62.9,61.0,7.91,8.06,4.99,0.9813895781637716,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.01,60.5,58.0,6.55,6.47,3.94,1.0123647604327666,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.87,59.1,58.0,6.25,6.21,3.68,1.0064412238325282,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.27,62.0,57.0,4.15,4.11,2.56,1.0097323600973236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.34,61.7,56.0,4.46,4.48,2.76,0.9955357142857142,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.79,62.3,57.0,5.9,5.85,3.66,1.0085470085470087,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.38,60.0,59.0,4.66,4.68,2.8,0.995726495726496,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1.01,62.5,59.0,6.44,6.33,3.99,1.0173775671406005,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.5,62.1,57.0,7.21,7.31,4.51,0.9863201094391244,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.48,61.0,57.0,5.05,5.08,3.09,0.9940944881889764,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.43,61.8,57.0,4.88,4.83,3.0,1.010351966873706,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,61.6,55.0,4.74,4.78,2.93,0.99163179916318,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.63,61.5,60.0,7.59,7.54,4.65,1.006631299734748,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,62.9,56.0,6.41,6.38,4.02,1.0047021943573669,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,62.7,57.0,4.65,4.69,2.93,0.9914712153518124,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,60.3,58.0,4.37,4.42,2.65,0.98868778280543,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.55,58.2,59.0,7.73,7.63,4.47,1.0131061598951507,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3,63.0,54.0,4.3,4.27,2.7,1.0070257611241218,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.39,63.7,53.0,4.62,4.67,2.96,0.9892933618843684,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.74,60.7,56.0,5.86,5.9,3.57,0.9932203389830508,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,61.8,60.0,4.23,4.28,2.63,0.988317757009346,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,61.4,55.0,6.46,6.5,3.98,0.9938461538461538,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.73,60.1,56.0,5.88,5.86,3.53,1.0034129692832765,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.31,62.5,53.0,4.37,4.4,2.74,0.9931818181818182,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.51,61.0,56.0,5.17,5.2,3.16,0.9942307692307693,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,63.8,58.0,6.28,6.32,4.02,0.9936708860759492,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,63.7,54.0,4.31,4.35,2.76,0.9908045977011494,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.01,63.9,59.0,7.81,7.91,5.02,0.9873577749683944,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.55,58.5,57.0,7.66,7.57,4.46,1.011889035667107,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.39,63.1,58.0,4.63,4.66,2.93,0.9935622317596566,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.86,61.4,58.0,6.07,6.1,3.74,0.9950819672131148,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.51,62.5,57.0,5.04,5.08,3.16,0.9921259842519684,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.73,62.1,55.0,5.75,5.78,3.58,0.9948096885813148,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.05,62.6,59.0,6.47,6.43,4.04,1.0062208398133747,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.03,57.2,59.0,6.66,6.63,3.8,1.004524886877828,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.59,63.0,57.0,5.35,5.38,3.38,0.9944237918215612,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.59,61.0,58.0,7.58,7.51,4.6,1.0093209054593877,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,57.9,53.0,5.84,5.8,3.37,1.006896551724138,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.09,62.5,55.0,6.52,6.6,4.1,0.987878787878788,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9,61.6,55.0,6.2,6.22,3.82,0.9967845659163987,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.41,62.7,56.0,4.73,4.78,2.98,0.9895397489539748,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,62.6,59.0,5.03,5.06,3.16,0.9940711462450594,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.34,61.5,55.0,4.47,4.5,2.76,0.9933333333333332,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.16,62.2,59.0,6.74,6.69,4.18,1.007473841554559,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3,61.3,58.0,4.3,4.32,2.64,0.9953703703703702,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.28,58.5,61.0,4.27,4.31,2.51,0.9907192575406032,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1.06,61.9,58.0,6.58,6.53,4.06,1.007656967840735,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,61.5,56.0,4.37,4.31,2.67,1.013921113689095,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.32,61.6,59.0,4.35,4.38,2.69,0.9931506849315068,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.75,62.2,58.0,5.77,5.83,3.61,0.9897084048027444,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.56,60.9,56.0,5.35,5.32,3.25,1.0056390977443608,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.15,61.8,61.0,6.62,6.69,4.11,0.9895366218236172,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6,61.2,58.0,5.42,5.46,3.33,0.9926739926739928,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.34,60.5,59.0,4.54,4.48,2.73,1.013392857142857,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.6,62.0,56.0,5.39,5.43,3.35,0.992633517495396,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.51,59.2,61.0,5.17,5.16,3.06,1.001937984496124,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.14,57.5,60.0,8.57,8.48,4.9,1.01061320754717,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.22,62.4,61.0,6.79,6.79,4.23,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7,68.6,59.0,5.45,5.31,3.7,1.0263653483992468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.57,62.3,59.0,7.44,7.39,4.62,1.006765899864682,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.57,58.9,58.0,7.57,7.63,4.48,0.9921363040629096,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,62.4,61.0,4.38,4.44,2.75,0.9864864864864864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.01,58.2,61.0,6.47,6.53,3.78,0.990811638591118,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,62.4,61.0,5.75,5.6,3.54,1.0267857142857144,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.11,61.2,57.0,6.7,6.74,4.11,0.9940652818991098,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4,62.3,54.0,4.75,4.76,2.96,0.9978991596638656,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.14,61.4,56.0,6.73,6.78,4.14,0.9926253687315636,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.74,64.5,56.0,7.56,7.54,4.87,1.0026525198938991,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.73,62.9,56.0,5.71,5.77,3.61,0.9896013864818024,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.51,63.6,54.0,5.05,5.08,3.22,0.9940944881889764,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.32,63.9,55.0,4.36,4.34,2.78,1.0046082949308757,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,60.0,60.0,6.46,6.4,3.86,1.009375,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.61,62.6,56.0,7.44,7.54,4.69,0.986737400530504,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2,59.7,62.0,3.84,3.8,2.28,1.0105263157894735,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.14,63.5,56.0,6.58,6.62,4.19,0.9939577039274924,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.33,61.2,56.0,4.46,4.5,2.74,0.9911111111111109,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1.53,61.0,55.0,7.44,7.5,4.56,0.992,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,61.2,60.0,5.73,5.77,3.52,0.9930675909878685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.21,61.7,53.0,6.89,6.92,4.26,0.9956647398843932,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.4,62.2,57.6,4.74,4.76,2.96,0.9957983193277312,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.53,61.9,54.0,7.43,7.5,1.53,0.9906666666666666,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.22,63.8,55.0,6.77,6.71,4.3,1.0089418777943369,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.23,62.0,59.0,6.87,6.8,4.24,1.0102941176470588,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.33,62.2,56.0,4.45,4.43,2.76,1.0045146726862304,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.56,60.7,56.0,5.32,5.33,3.23,0.99812382739212,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.41,61.2,56.0,4.81,4.84,2.95,0.993801652892562,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,58.3,61.9,5.19,5.2,3.04,0.9980769230769232,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.2,63.1,55.0,6.82,6.77,4.29,1.0073855243722305,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.72,63.0,56.0,5.73,5.76,3.62,0.9947916666666669,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,62.0,61.0,6.12,6.18,3.81,0.9902912621359224,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.41,62.7,55.0,4.72,4.76,2.97,0.9915966386554622,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.42,62.6,56.0,4.77,4.79,2.99,0.9958246346555324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.91,62.1,57.0,6.17,6.2,3.84,0.9951612903225806,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.32,61.7,58.0,4.44,4.38,2.72,1.0136986301369864,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.04,58.2,59.0,6.62,6.67,3.87,0.9925037481259372,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.74,63.3,58.0,8.88,8.84,5.61,1.0045248868778285,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.03,62.2,56.0,6.51,6.48,4.04,1.0046296296296295,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5,61.1,56.0,5.1,5.14,3.13,0.9922178988326849,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9,63.6,58.0,6.12,6.08,3.88,1.006578947368421,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.29,61.1,58.0,7.03,6.98,4.28,1.0071633237822348,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.54,58.2,60.0,5.34,5.39,3.12,0.9907235621521336,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,60.7,56.0,4.56,4.53,2.76,1.0066225165562912,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.54,61.4,57.0,5.21,5.24,3.21,0.9942748091603052,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.41,61.1,56.0,4.82,4.84,2.95,0.9958677685950414,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.53,61.2,56.0,5.23,5.2,3.19,1.0057692307692307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.56,62.5,56.0,5.26,5.3,3.3,0.9924528301886792,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.81,62.0,56.0,6.0,6.03,3.73,0.9950248756218903,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.7,61.9,56.0,5.7,5.73,3.54,0.9947643979057592,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8,62.9,59.0,5.95,5.88,3.72,1.011904761904762,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.58,62.6,54.0,5.34,5.3,3.33,1.0075471698113208,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9,61.1,59.0,6.14,6.2,3.77,0.9903225806451612,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2.43,62.2,60.0,8.59,8.53,5.33,1.0070339976553342,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.33,62.4,55.0,4.42,4.4,2.75,1.0045454545454544,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.34,62.9,55.0,4.48,4.46,2.81,1.0044843049327354,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,61.2,61.0,4.37,4.36,2.67,1.0022935779816513,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.52,63.8,60.0,7.24,7.3,4.64,0.9917808219178084,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,63.0,60.0,6.35,6.31,3.99,1.006339144215531,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.69,60.8,57.0,7.69,7.71,4.68,0.9974059662775616,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.56,62.2,56.0,5.28,5.24,3.27,1.0076335877862594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,58.2,63.0,5.78,5.83,3.38,0.9914236706689538,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.91,63.6,59.0,6.11,6.15,3.9,0.9934959349593496,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,61.6,59.0,6.46,6.42,3.97,1.0062305295950156,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.57,60.5,57.0,5.33,5.38,3.24,0.9907063197026024,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.26,61.7,58.0,6.91,6.99,4.29,0.988555078683834,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
